document_id,date_start,date_end,author.name,author.user_id,latitude,longitude,skitouring,rock_climbing,mountain_climbing,ice_climbing,hiking,snow_ice_mixed
1158151,2019-10-29,2019-10-29,Florian,1014609,769121.3343622377,5771019.77221748,False,True,False,False,False,False
1173118,2020-01-05,2020-01-05,Patrick Prele,10284,741326.2689241128,5721751.9451907575,True,False,False,False,False,False
1173096,2020-01-05,2020-01-05,Aimery,165129,195984.1974330414,5242844.917617174,True,False,False,False,False,False
1173092,2020-01-05,2020-01-05,Christian,256,762536.3222718374,5783105.852000301,True,False,False,False,False,False
1172951,2020-01-05,2020-01-05,frangre38760,961616,657173.9194889212,5641743.218368852,True,False,False,False,False,True
1172945,2020-01-05,2020-01-05,Le_gone,925878,677837.909624643,5662686.647267174,True,False,False,False,False,True
1172925,2020-01-05,2020-01-05,nikolot,482929,711696.1175013669,5696766.042269653,True,False,False,False,False,False
1172872,2020-01-05,2020-01-05,Fabien Quétier,12542,728396.3236569521,5639551.811128948,True,False,False,False,False,False
1172871,2020-01-05,2020-01-05,sylvain&sylvette,679753,696889.1224127345,5632155.181665488,True,False,False,False,False,False
1172832,2020-01-05,2020-01-05,Alexis_D,308237,758959.133349586,5797539.9285267135,True,False,False,False,False,False
1172825,2020-01-05,2020-01-05,Loïc Perrin,1914,673832.0430496213,5658849.511110885,True,False,False,False,False,False
1172786,2020-01-05,2020-01-05,Dani,7897,724475.7711146371,5765701.637717811,True,False,False,False,False,False
1172756,2020-01-05,2020-01-05,Thierry Clavel,215692,666101.4351842939,5618043.459677875,True,False,False,False,False,True
1172739,2020-01-05,2020-01-05,anakreenskyrider,470060,27244.155905608462,5292897.833186464,True,False,False,False,False,False
1172719,2020-01-04,2020-01-05,Aurélien S.,261534,708838.3548678064,5640934.919902903,True,False,False,False,False,False
1172717,2020-01-05,2020-01-05,randorama74,454528,754354.5256097834,5808923.138946479,True,False,False,False,False,False
1172716,2020-01-05,2020-01-05,meije 23,460329,760779.77529888,5791096.09525804,True,False,False,False,False,False
1172708,2020-01-02,2020-01-05,maxb,769107,706249.4774694216,5636292.093778121,True,False,False,False,False,False
1172697,2020-01-05,2020-01-05,Mikolaj,828278,726780.5019802593,5768167.069157958,True,False,False,False,False,False
1172695,2020-01-05,2020-01-05,Fred30,12091,2685.0261179342942,5296310.937525628,True,False,False,False,False,False
1172683,2020-01-05,2020-01-05,Jo Meyer,10892,753785.4047131028,5830711.697170226,True,False,False,False,False,False
1172679,2020-01-05,2020-01-05,janic,578085,14508.335342993763,5301685.621688195,True,False,False,False,False,True
1172649,2020-01-05,2020-01-05,Antoine Marnat,384121,744245.7958175907,5623806.8472425,True,False,False,False,False,False
1172638,2020-01-05,2020-01-05,Rémi.,158378,751303.1604059887,5594106.784497327,True,False,False,False,False,False
1172632,2020-01-05,2020-01-05,Mathieu des Noes,7516,663447.3643129112,5635170.73882652,True,False,False,False,False,False
1172625,2020-01-05,2020-01-05,sylvain brondex,109575,747247.5553590682,5820726.3341076765,True,False,False,False,False,False
1200893,2020-01-01,2020-01-04,Cramer Corentin,963777,742138.5137537324,5725639.662531476,True,False,False,False,False,False
1181036,2020-01-04,2020-01-04,helenegrall,704002,712903.4866839241,5625205.044657463,True,False,False,False,False,False
1174075,2020-01-04,2020-01-04,François Graffin,939374,15120.860392923058,5300035.453437971,True,False,False,False,False,False
1173963,2020-01-04,2020-01-04,Jé Rome,228976,733847.5315769613,5630947.086641559,True,False,False,False,False,False
1173689,2020-01-04,2020-01-04,Acharnay,2237,724720.4979241786,5584412.212179569,True,False,False,False,False,False
1158036,2019-10-29,2019-10-29,mike the bike,301645,626419.7844726817,5392709.195128528,False,True,False,False,False,False
1199746,2019-10-28,2019-10-28,Durand simon,1199741,-36280.06419696139,5303733.2906332,False,True,True,False,False,False
1197180,2019-10-28,2019-10-28,kevin&meije,550112,611542.5662152286,5342937.647624154,False,True,False,False,False,False
1197179,2019-10-28,2019-10-28,kevin&meije,550112,611531.5370065251,5343090.425558375,False,True,False,False,False,False
1163677,2019-10-28,2019-10-28,Fred Duez,1088758,698932.2246870105,5432616.147558813,False,True,False,False,False,False
1160639,2019-10-28,2019-10-28,Xav Le Fauve,929813,587708.188337829,5508873.717254581,False,True,False,False,False,False
1159669,2019-10-28,2019-10-28,minilamb,379652,710057.4389371445,5429966.306616504,False,True,False,False,False,False
1159478,2019-10-28,2019-10-28,Patrick Vuilleumier,11256,762945.4959922653,5384019.77675423,False,True,False,False,False,False
1159148,2019-10-28,2019-10-28,phill06,530735,1030324.1787883448,5134884.433796503,False,True,False,False,False,False
1158874,2019-10-28,2019-10-28,Carcharoth,134029,661995.4239137218,5496409.047612689,False,True,False,False,False,False
1158591,2019-10-28,2019-10-28,Poupoune,1065359,602523.9369383788,5633771.926127783,False,True,False,False,False,False
1158427,2019-10-28,2019-10-28,Joss,599006,53232.64653887145,5310259.73670465,False,True,False,False,False,False
1158373,2019-10-28,2019-10-28,vlecerf,826355,173703.8239897507,5292450.109182017,False,True,False,False,False,False
1158265,2019-10-28,2019-10-28,Garefield,9238,611531.5370065251,5343090.425558375,False,True,False,False,False,False
1158124,2019-10-28,2019-10-28,Ryde,1158123,673213.860245637,5556996.052571904,False,True,False,False,False,False
1158032,2019-10-28,2019-10-28,boul,139282,608067.9775783914,5344011.916277509,False,True,False,False,False,False
1158013,2019-10-28,2019-10-28,Ben,1158003,616675.1931462159,5596800.762777564,False,True,True,False,False,False
1157986,2019-10-28,2019-10-28,Gilles Salaun,8020,717297.4359793552,5604062.317623166,False,True,False,False,False,False
1157788,2019-10-28,2019-10-28,Leo,922591,598133.8172673347,5634306.662747148,False,True,False,False,False,False
1176891,2019-10-27,2019-10-27,Mathieu Stephan,188848,817541.7905360045,5486126.774353887,False,True,False,False,False,False
1171005,2019-10-27,2019-10-27,Rozenn,6057,601859.9589229141,5632185.769737168,False,True,False,False,False,False
1163663,2019-10-27,2019-10-27,Fred Duez,1088758,704488.6814102102,5426610.584010065,False,True,False,False,False,False
1160903,2019-10-27,2019-10-27,Drazik,641257,599098.9572525118,5633883.379865142,False,True,False,False,False,False
1160617,2019-10-27,2019-10-27,Xav Le Fauve,929813,587790.7894192594,5506825.535677576,False,True,False,False,False,False
1159636,2019-10-27,2019-10-27,Auroulien,376025,656141.6432365233,5642715.40896699,False,True,False,False,False,False
1159063,2019-10-27,2019-10-27,phill06,530735,1029666.4586147298,5133997.955194167,False,True,False,False,False,False
1158589,2019-10-27,2019-10-27,Poupoune,1065359,602523.9369383788,5633771.926127783,False,True,False,False,False,False
1158511,2019-10-27,2019-10-27,Benjamin CASPAR,290702,705609.2790642802,5425417.247511685,False,True,False,False,False,False
1158450,2019-10-27,2019-10-27,Joss,599006,15483.873252399218,5284534.115975227,False,True,False,False,False,False
1158270,2019-10-27,2019-10-27,AdrP,1069871,695450.9673579286,5614223.249749242,False,True,False,False,False,False
1158206,2019-10-27,2019-10-27,BertrandSemelet,458,602052.541641986,5620035.473801474,False,True,False,False,False,False
1158029,2019-10-27,2019-10-27,e.clz,449004,688980.8188075437,5763043.00960414,False,True,False,False,False,False
1157993,2019-10-27,2019-10-27,MarcB,978679,601859.9589229141,5632185.769737168,False,True,False,False,False,False
1157984,2019-10-27,2019-10-27,Gilles Salaun,8020,717410.1469637845,5604494.310937002,False,True,False,False,False,False
1157924,2019-10-27,2019-10-27,sanga,271997,1011681.9963614036,5199162.782728243,False,True,False,False,False,False
1157768,2019-10-27,2019-10-27,Leo,922591,598650.8963020688,5633708.403032571,False,True,False,False,False,False
1157662,2019-10-27,2019-10-27,petitbargy,765805,721021.6852035908,5780070.601474648,False,True,False,False,False,False
1157661,2019-10-27,2019-10-27,sebb13,695296,596479.8879328741,5344632.853074688,False,True,False,False,False,False
1157633,2019-10-27,2019-10-27,Paul Guerin,6397,479815.16915017914,5581321.855588506,False,True,False,False,False,False
1157458,2019-10-27,2019-10-27,Jé Rome,228976,650049.0532924144,5586192.641487975,False,True,False,False,False,False
1157418,2019-10-27,2019-10-27,Frederic Djillali,6265,689655.1922827704,5762383.767536301,False,True,False,False,False,False
1157392,2019-10-27,2019-10-27,Déodat,165450,598882.4408429195,5633708.403032571,False,True,False,False,False,False
1157375,2019-10-27,2019-10-27,SEBonhomme_de_neige,365787,330191.25383213954,5399943.946216499,False,True,False,False,False,False
1157274,2019-10-27,2019-10-27,Ben_co,921920,772161.376889561,5721189.094864202,False,True,True,False,False,False
1157273,2019-10-27,2019-10-27,Lulu002,225334,710669.5291572711,5430736.936297014,False,True,False,False,False,False
1157266,2019-10-27,2019-10-27,pik,672188,634262.0131567986,5515134.722350954,False,True,False,False,False,False
1157265,2019-10-27,2019-10-27,GlycoGene,695970,714755.2884278554,5784457.15679027,False,True,False,False,False,False
1157259,2019-10-27,2019-10-27,jup,571103,599098.9572525118,5633883.379865142,False,True,False,False,False,False
1157252,2019-10-27,2019-10-27,Herve Sergeraert,11310,598882.4408429195,5633708.403032571,False,True,False,False,False,False
1157247,2019-10-27,2019-10-27,Stephane Peiti,10525,700254.2549596701,5611813.272995932,False,True,False,False,False,False
1157167,2019-10-27,2019-10-27,ah!dumatos!73,167216,719104.4837087805,5778176.610685165,False,True,False,False,False,False
1157166,2019-10-27,2019-10-27,JulBont,470196,641630.175069135,5672239.062377239,False,True,False,False,False,False
1191438,2019-10-26,2019-10-26,Olax,3909,620339.0634969199,5338716.789126066,False,True,False,False,False,False
1165012,2019-10-26,2019-10-26,Laurent F,6033,751294.3528078765,5828832.053838198,False,True,False,False,False,False
1162294,2019-10-26,2019-10-26,Fred Duez,1088758,710057.4389371445,5429966.306616504,False,True,False,False,False,False
1162286,2019-10-26,2019-10-26,Fred Duez,1088758,710057.4389371445,5429966.306616504,False,True,False,False,False,False
1161188,2019-10-26,2019-10-26,tcholpon,225264,587790.7894192594,5506825.535677576,False,True,False,False,False,False
1160901,2019-10-26,2019-10-26,Drazik,641257,598650.8963020688,5633708.403032571,False,True,False,False,False,False
1160609,2019-10-26,2019-10-26,Xav Le Fauve,929813,587772.6973175772,5506998.826000453,False,True,False,False,False,False
1159666,2019-10-26,2019-10-26,minilamb,379652,703509.0698912294,5427679.565470502,False,True,False,False,False,False
1158587,2019-10-26,2019-10-26,Poupoune,1065359,598133.8172673347,5634306.662747148,False,True,False,False,False,False
1158487,2019-10-26,2019-10-26,Fabrice AGNELLO,1157663,608391.9640036802,5343905.889879761,False,True,False,False,False,False
1158256,2019-10-26,2019-10-26,reno713,780595,622248.4576201732,5392162.305167567,False,True,False,False,False,False
1158191,2019-10-26,2019-10-26,Romain05,1158190,215944.1595142778,5265329.542174731,False,True,False,False,False,False
1158087,2019-10-26,2019-10-26,Rouvier Jean-Baptiste,964890,620800.5992164194,5627990.37598508,False,True,False,False,False,False
1158028,2019-10-26,2019-10-26,boul,139282,608718.3374638826,5343879.286113621,False,True,False,False,False,False
1157982,2019-10-26,2019-10-26,Gilles Salaun,8020,717392.5028244932,5603436.479874842,False,True,False,False,False,False
1157923,2019-10-26,2019-10-26,BM_toulon,1049461,618154.9059852309,5341648.023129209,False,True,False,False,False,False
1157920,2019-10-26,2019-10-26,hugo31500,320278,173703.8239897507,5292450.109182017,False,True,False,False,False,False
1157880,2019-10-26,2019-10-26,Bear'sBeard,1121314,659976.5087433758,5648894.51741599,False,True,False,False,False,False
1157877,2019-10-26,2019-10-26,Benoît Gabrielle,221153,-44567.87133399491,6105875.004684972,False,True,False,False,False,False
1157615,2019-10-26,2019-10-26,Paul Guerin,6397,484419.00933091744,5579137.131579636,False,True,False,False,False,False
1157543,2019-10-26,2019-10-26,lolodesflez,430519,755250.3899144873,5832466.532543459,False,True,False,False,False,False
1157500,2019-10-26,2019-10-26,Alex Saunier,377,769872.4736004632,5778393.361760409,False,True,False,False,False,False
1157370,2019-10-26,2019-10-26,SEBonhomme_de_neige,365787,336942.00171231676,5402304.974709296,False,True,False,False,False,False
1157355,2019-10-26,2019-10-26,Alexis B,235536,770923.0959804727,5790219.897860172,False,True,False,False,False,False
1157256,2019-10-26,2019-10-26,jup,571103,598640.7847816558,5633569.702412074,False,True,False,False,False,False
1157199,2019-10-25,2019-10-26,Corbet,875771,696040.20198305,5614847.747964167,False,True,False,False,False,False
1157134,2019-10-26,2019-10-26,louis_dominique_cartouche,561474,184900.00441526555,5282404.590311639,False,True,False,False,False,False
1157053,2019-10-26,2019-10-26,Antonin,1072046,750732.6903170804,5681138.417839624,False,True,False,False,False,False
1157010,2019-10-26,2019-10-26,Loïc Perrin,1914,741363.8163931682,5680510.566640145,False,True,False,False,False,False
1156965,2019-10-26,2019-10-26,JulBont,470196,656766.1270266238,5676596.860778766,False,True,False,False,True,False
1156957,2019-10-26,2019-10-26,RemyH,256882,618095.6081818229,5342372.730211983,False,True,False,False,False,False
1156954,2019-10-26,2019-10-26,Carcharoth,134029,710669.5291572711,5430736.936297014,False,True,False,False,False,False
1156950,2019-10-26,2019-10-26,Sophie Ferlin,187710,663243.1191563861,5617925.408856675,False,True,False,False,False,False
1156931,2019-10-26,2019-10-26,Déodat,165450,598620.5617408296,5633292.301171078,False,True,False,False,False,False
1197153,2019-10-25,2019-10-25,kevin&meije,550112,691006.443921764,5611317.71646932,False,True,False,False,False,False
1162282,2019-10-25,2019-10-25,Fred Duez,1088758,710633.1833435264,5430719.7464124095,False,True,False,False,False,False
1162199,2019-10-25,2019-10-25,Fred Duez,1088758,710633.1833435264,5430719.7464124095,False,True,False,False,False,False
1160548,2019-10-25,2019-10-25,Xav Le Fauve,929813,582853.7567628634,5512166.417571824,False,True,False,False,False,False
1159827,2019-10-25,2019-10-25,Melchior,6749,699129.7611234226,5431724.797281979,False,True,False,False,False,False
1159664,2019-10-25,2019-10-25,minilamb,379652,698326.9806155664,5432356.094765343,False,True,False,False,False,False
1158398,2019-10-25,2019-10-25,Joss,599006,53232.64653887145,5310259.73670465,False,True,False,False,False,False
1158384,2019-10-25,2019-10-25,Joss,599006,53232.64653887145,5310259.73670465,False,True,False,False,False,False
1157205,2019-10-25,2019-10-25,salomonc,240906,710633.1833435264,5430719.7464124095,False,True,False,False,False,False
1156885,2019-10-25,2019-10-25,Patrick Vuilleumier,11256,768784.7598818246,5381485.92477476,False,True,False,False,False,False
1156847,2019-10-25,2019-10-25,yakar,919483,703535.1186520759,5767597.734400759,False,True,False,False,False,False
1156826,2019-10-25,2019-10-25,Ben_co,921920,707823.6463751405,5690443.994972095,False,True,False,False,False,False
1163549,2019-10-24,2019-10-24,Romaric,1024643,634736.3337571082,5515198.110896327,False,True,False,False,False,False
1156767,2019-10-24,2019-10-24,Fabien Tisseyre,1091532,267983.93717927265,5236831.61260076,False,True,False,False,False,False
1156565,2019-10-23,2019-10-23,Herve Sergeraert,11310,654960.4692262112,5637215.277808068,False,True,False,False,False,False
1156495,2019-10-23,2019-10-23,Lulu002,225334,602145.7160557802,5345730.450483486,False,True,False,False,False,False
1159722,2019-10-22,2019-10-22,Melchior,6749,703581.3719005008,5429263.655492725,False,True,False,False,False,False
1156447,2019-10-22,2019-10-22,Cedric U,11448,609350.5361389014,5343736.3590712035,False,True,False,False,False,False
1156366,2019-10-21,2019-10-21,fr@nçois,466109,185156.48452205333,5282364.302923983,False,True,False,False,False,False
1161511,2019-10-20,2019-10-20,jean,1161510,652603.4274346522,5746867.41669207,False,True,False,False,False,False
1161190,2019-10-20,2019-10-20,tcholpon,225264,598650.8963020688,5633708.403032571,False,True,False,False,False,False
1157759,2019-10-20,2019-10-20,Kaufmann,976651,643946.6501808396,5666195.438331998,False,True,False,False,False,False
1156915,2019-10-20,2019-10-20,joel v,180898,620876.7714565818,5392350.330471944,False,True,False,False,True,False
1156258,2019-10-20,2019-10-20,Carcharoth,134029,597229.0681059124,5345009.137346374,False,True,False,False,False,False
1156187,2019-10-20,2019-10-20,Frederic Djillali,6265,714423.7789842737,5772651.554034993,False,True,False,False,False,False
1156145,2019-10-20,2019-10-20,Loïc Perrin,1914,641285.4278454325,5662928.995306106,False,True,False,False,False,False
1156786,2019-10-19,2019-10-19,Fabien Tisseyre,1091532,267179.57964529784,5237542.893669749,False,True,False,False,False,False
1156475,2019-10-19,2019-10-19,pablo-r,1152764,215551.43658697474,5266225.202366892,False,True,False,False,False,False
1156003,2019-10-18,2019-10-18,Pierre Lainé,217605,627908.7197685401,5647206.475289577,False,True,False,False,False,False
1155944,2019-10-18,2019-10-18,Patrick Vuilleumier,11256,634736.3337571082,5515198.110896327,False,True,False,False,False,False
1155868,2019-10-18,2019-10-18,Céline Stern-Kiener,131,744005.0572158801,5459797.436858598,False,True,False,False,True,False
1156276,2019-10-17,2019-10-17,Gras,1156255,819420.8421914465,5480160.107019,False,True,False,False,False,False
1155940,2019-10-16,2019-10-17,petitbargy,765805,703581.3719005008,5429263.655492725,False,True,False,False,False,False
1155833,2019-10-17,2019-10-17,Elytre,651135,610424.1969524208,5343443.744343467,False,True,False,False,False,False
1155747,2019-10-17,2019-10-17,Alex Lopez,1147678,688475.5025323369,5628018.533979314,False,True,False,False,False,False
1155740,2019-10-17,2019-10-17,Patrick Vuilleumier,11256,634736.3337571082,5515198.110896327,False,True,False,False,False,False
1155718,2019-10-17,2019-10-17,pascal bellin,695018,732444.4007928692,5784436.5795834735,False,True,False,False,False,False
1155716,2019-10-17,2019-10-17,Céline Stern-Kiener,131,743084.6515779257,5459601.738281485,False,True,False,False,False,False
1155712,2019-10-17,2019-10-17,Christian Pierron,416974,745723.0602302556,5819180.62548813,False,True,False,False,False,False
1155655,2019-10-17,2019-10-17,frangre38760,961616,618044.3286243781,5596554.958198092,False,True,False,False,False,False
1156339,2019-10-16,2019-10-16,Céline Stern-Kiener,131,741753.2827793191,5465915.749223313,False,True,False,False,False,False
1156307,2019-10-16,2019-10-16,MehdiB,833017,186769.39262415582,5282590.7381200725,False,True,False,False,False,False
1156171,2019-10-16,2019-10-16,alain etienne,320491,603238.4281774051,5343806.76953807,False,True,False,False,False,False
1155735,2019-10-16,2019-10-16,Patrick Vuilleumier,11256,634736.3337571082,5515198.110896327,False,True,False,False,False,False
1155717,2019-10-16,2019-10-16,Elytre,651135,608718.3374638826,5343879.286113621,False,True,False,False,False,False
1155616,2019-10-16,2019-10-16,bubus,288377,774540.6353258729,5446286.46142299,False,True,False,False,False,False
1155594,2019-10-16,2019-10-16,MarcB,978679,655034.8863058076,5637237.67183239,False,True,False,False,False,False
1155525,2019-10-16,2019-10-16,BrunoS.,1166,600012.055375744,5633642.25820442,False,True,False,False,False,False
1155521,2019-10-16,2019-10-16,Alex Lopez,1147678,653334.648063177,5627012.753247069,False,True,False,False,False,False
1155493,2019-10-16,2019-10-16,Christian Pierron,416974,751889.3554861669,5829168.370115005,False,True,False,False,False,False
1155477,2019-10-16,2019-10-16,JulBont,470196,641396.5232315244,5660778.529445745,False,True,False,False,False,False
1156634,2019-10-14,2019-10-14,José Picheral,1300,603238.4281774051,5343806.76953807,False,True,False,False,False,False
1155942,2019-10-04,2019-10-14,petitbargy,765805,603490.2840761488,5343727.140543713,False,True,False,False,False,False
1155770,2019-10-14,2019-10-14,Alex Lopez,1147678,602645.1695044714,5632799.434059408,False,True,False,False,False,False
1155426,2019-10-14,2019-10-14,emilie,1155417,707470.3183113633,5425155.21781446,False,True,False,False,False,False
1155418,2019-10-14,2019-10-14,phill06,530735,789308.066482435,5500302.099031241,False,True,False,False,False,False
1155365,2019-10-14,2019-10-14,Cret,875174,660625.173814683,5562880.1116912635,False,True,True,False,False,False
1155356,2019-10-14,2019-10-14,Elytre,651135,619355.3753739479,5340061.200773989,False,True,False,False,False,False
1155211,2019-10-14,2019-10-14,Christian Pierron,416974,751889.3554861669,5829168.370115005,False,True,False,False,False,False
1155121,2019-10-14,2019-10-14,JulBont,470196,644513.9538445182,5664950.690415151,False,True,False,False,True,False
1155051,2019-10-14,2019-10-14,Philippe Candela,9850,705971.1787288496,5671129.7405292345,False,True,False,False,False,False
1154984,2019-10-14,2019-10-14,sanga,271997,1023633.368212462,5264600.988865865,False,True,False,False,False,False
1170424,2019-10-13,2019-10-13,hugo aimé,294180,-32254.859563847458,5291502.38810388,False,True,False,False,False,False
1161191,2019-10-13,2019-10-13,tcholpon,225264,578422.029754607,5563627.824466616,False,True,False,False,False,False
1160163,2019-10-13,2019-10-13,François Renard,10543,660154.0678456178,5686573.998256783,False,True,False,False,False,False
1158966,2019-10-13,2019-10-13,Florence B,577903,611420.6358499348,5637703.334624275,False,True,False,False,False,False
1158834,2019-10-13,2019-10-13,Rémi.,158378,605612.9100225235,5345578.27424013,False,True,False,False,False,False
1156510,2019-10-13,2019-10-13,Sifredi,1088882,662852.4645260016,5334533.7111747805,False,True,False,False,False,False
1155849,2019-10-13,2019-10-13,José Picheral,1300,608718.3374638826,5343879.286113621,False,True,False,False,False,False
1155613,2019-10-13,2019-10-13,DarkLio,451370,758805.9694076248,5556030.063149155,False,True,False,False,False,False
1155604,2019-10-13,2019-10-13,Julien Videau,13559,697188.0538491044,5614375.324143232,False,True,True,False,False,False
1155449,2019-10-13,2019-10-13,aaurouss,231535,701686.5901459384,5767993.981979352,False,True,False,False,False,False
1155429,2019-10-13,2019-10-13,Florent Legname,865738,14247.00239019481,5285714.697748119,False,True,True,False,False,False
1155392,2019-10-13,2019-10-13,fk83,171325,710057.4389371445,5429966.306616504,False,True,False,False,False,False
1155384,2019-10-13,2019-10-13,emilerivoire,799237,650420.9906214818,5670413.883994428,False,True,False,False,True,False
1155381,2019-10-13,2019-10-13,JBF,911686,719817.0499900403,5778373.56293041,False,True,False,False,False,False
1155170,2019-10-13,2019-10-13,NicoBrasFort,5894,599098.9572525118,5633883.379865142,False,True,False,False,False,False
1155148,2019-10-13,2019-10-13,ClementW,523717,602645.1695044714,5632799.434059408,False,True,False,False,False,False
1155021,2019-10-13,2019-10-13,Msk,112788,763274.9145045539,5655608.064948881,False,True,False,False,False,False
1154923,2019-10-13,2019-10-13,Tristanus,730022,596479.8879328741,5344632.853074688,False,True,False,False,False,False
1154896,2019-10-13,2019-10-13,Baptiste Ricaud,934561,626278.4607536906,5392951.1285268385,False,True,False,False,False,False
1154882,2019-10-13,2019-10-13,Patrick Vuilleumier,11256,717953.3860788551,5603786.391527558,False,True,False,False,False,False
1154786,2019-10-13,2019-10-13,AMILHAT,1002155,598882.4408429195,5633708.403032571,False,True,False,False,False,False
1154767,2019-10-13,2019-10-13,hosanniere,281918,694413.2099582566,5772020.095978916,False,True,False,False,False,False
1154755,2019-10-13,2019-10-13,Sophie Ferlin,187710,769121.3343622377,5771019.77221748,False,True,False,False,False,False
1154711,2019-10-13,2019-10-13,Leo,922591,719622.2322250829,5779420.541643662,False,True,False,False,False,False
1154702,2019-10-13,2019-10-13,gerydan 05,622705,729706.8318752823,5596768.1438345,False,True,False,False,False,False
1154694,2019-10-13,2019-10-13,lashemale,138548,721021.6852035908,5780070.601474648,False,True,False,False,False,False
1154674,2019-10-13,2019-10-13,PGaudin,156831,769685.4565115984,5777998.060741364,False,True,False,False,False,False
1154667,2019-10-13,2019-10-13,Lulu002,225334,710633.1833435264,5430719.7464124095,False,True,False,False,False,False
1154655,2019-10-13,2019-10-13,trolldesalpes,888807,592847.1655769328,5632974.000169901,False,True,False,False,False,False
1154637,2019-10-13,2019-10-13,Frederic Djillali,6265,719451.5854485519,5778979.722000908,False,True,False,False,False,False
1154616,2019-10-13,2019-10-13,Perrin-Ganier Neïlo,1150851,686108.3306671157,5802229.44356707,False,True,False,False,False,False
1154613,2019-10-13,2019-10-13,RemyH,256882,645151.9241142198,5363642.895176262,False,True,False,False,False,False
1154576,2019-10-13,2019-10-13,DomLou,711163,650587.5167799304,5693064.331926554,False,True,False,False,False,False
1154573,2019-10-13,2019-10-13,ibex,549706,668322.147706129,5715823.529412398,False,True,False,False,False,False
1154571,2019-10-13,2019-10-13,alainlo,657478,714755.2884278554,5784457.15679027,False,True,False,False,False,False
1191437,2019-10-12,2019-10-12,Olax,3909,619943.0309658437,5339211.63739226,False,True,False,False,False,False
1191433,2019-10-12,2019-10-12,Olax,3909,620387.6410120738,5338730.328836313,False,True,False,False,False,False
1188984,2019-10-12,2019-10-12,Beubeu,288288,620754.5904791787,5338372.0331369685,False,True,False,False,False,False
1170414,2019-10-12,2019-10-12,hugo aimé,294180,-32254.859563847458,5291502.38810388,False,True,False,False,False,False
1160165,2019-10-12,2019-10-12,François Renard,10543,718328.3101238465,5663338.983890976,False,True,False,False,False,False
1155941,2019-10-12,2019-10-12,Pierre Dubath,1150271,736155.0133794823,5789825.689407524,False,True,False,False,False,False
1155834,2019-10-12,2019-10-12,PATTIER Pierre,1041924,598650.8963020688,5633708.403032571,False,True,False,False,False,False
1155607,2019-10-12,2019-10-12,DarkLio,451370,758805.9694076248,5556030.063149155,False,True,False,False,False,False
1155603,2019-10-12,2019-10-12,Julien Videau,13559,700254.2549596701,5611813.272995932,False,True,True,False,False,False
1155391,2019-10-12,2019-10-12,fk83,171325,699129.7611234226,5431724.797281979,False,True,False,False,False,False
1155221,2019-10-12,2019-10-12,Sifredi,1088882,662474.6461742494,5334746.481689789,False,True,False,False,False,False
1155179,2019-10-12,2019-10-12,NicoBrasFort,5894,598650.8963020688,5633708.403032571,False,True,False,False,False,False
1155074,2019-10-12,2019-10-12,phill06,530735,789561.843039972,5499926.642829169,False,True,False,False,False,False
1155038,2019-10-12,2019-10-12,Fred Duez,1088758,653397.8775339465,5670837.93790699,False,True,False,False,False,False
1154884,2019-10-12,2019-10-12,Baptiste Ricaud,934561,618079.066760329,5342455.168726739,False,True,False,False,False,False
1154810,2019-10-12,2019-10-12,enzo!!!!,145021,661422.0684260983,5564962.732577469,False,True,False,False,False,False
1154791,2019-10-12,2019-10-12,nicky_va,519866,748682.0183174306,5663495.026735747,False,True,False,False,False,False
1154768,2019-10-12,2019-10-12,louis_dominique_cartouche,561474,-77939.11696451146,5297712.898091885,False,True,True,False,False,False
1154677,2019-10-12,2019-10-12,lashemale,138548,721190.0002736704,5780426.140926468,False,True,False,False,False,False
1154665,2019-10-12,2019-10-12,gerydan 05,622705,727280.2339552253,5576558.7498889,False,True,False,False,False,False
1154654,2019-10-12,2019-10-12,Kamal,1154645,699129.7611234226,5431724.797281979,False,True,False,False,False,False
1154572,2019-10-12,2019-10-12,alainlo,657478,715195.4456944533,5781884.67154315,False,True,False,False,False,False
1154536,2019-10-12,2019-10-12,Gastou,12437,622542.0071173958,5624805.300598854,False,True,False,False,False,False
1154488,2019-10-12,2019-10-12,Alex Lopez,1147678,714943.3070478066,5631243.757180996,False,True,False,False,False,False
1154475,2019-10-12,2019-10-12,Ben_co,921920,724439.3605501803,5708845.725989087,False,True,False,False,False,False
1154462,2019-10-12,2019-10-12,Gilles Salaun,8020,704476.380606477,5426573.90804777,False,True,False,False,False,False
1154451,2019-10-12,2019-10-12,jup,571103,689222.2707830744,5760073.927531194,False,True,False,False,False,False
1198436,2019-10-11,2019-10-11,galva,346057,623141.7965337894,5658593.608816929,False,True,False,False,False,False
1197152,2019-10-11,2019-10-11,kevin&meije,550112,627055.19612613,5646619.067965641,False,True,False,False,False,False
1155397,2019-10-11,2019-10-11,José Picheral,1300,605729.0348046693,5343970.128967229,False,True,False,False,False,False
1155353,2019-10-11,2019-10-11,patman,291054,721190.0002736704,5780426.140926468,False,True,False,False,False,False
1155305,2019-10-11,2019-10-11,fk83,171325,696601.8624667439,5437159.414468545,False,True,False,False,False,False
1154873,2019-10-11,2019-10-11,Laurent F,6033,729441.7801677021,5773033.588761119,False,True,False,False,False,False
1154809,2019-10-11,2019-10-11,MarcB,978679,598650.8963020688,5633708.403032571,False,True,False,False,False,False
1154756,2019-10-11,2019-10-11,vlecerf,826355,215551.43658697474,5266225.202366892,False,True,False,False,False,False
